PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Wei, Jie; Lu, Jinghui; Chen, Weiyu; Xu, Zeling					zeling, xu/0000-0002-0231-4092			Distribution Contract Analysis on e-Platform by Considering Channel Role and Good Complementarity								JOURNAL OF THEORETICAL AND APPLIED ELECTRONIC COMMERCE RESEARCH				16	3			445	465		10.3390/jtaer16030028				JUN 2021	2021										0	0	0	0	0	0	0			0718-1876			WOS:000601495900001		
J	Zhang, Yumeng; Hezarkhani, Behzad								Competition in dual-channel supply chains: The manufacturers' channel selection								EUROPEAN JOURNAL OF OPERATIONAL RESEARCH				291	1			244	262		10.1016/j.ejor.2020.09.031				MAY 16 2021	2021										0	0	0	0	0	0	0			0377-2217	1872-6860		WOS:000608619800017		
J	Qin, Xuelian; Liu, Zhixue; Tian, Lin								The optimal combination between selling mode and logistics service strategy in an e-commerce market								EUROPEAN JOURNAL OF OPERATIONAL RESEARCH				289	2			639	651		10.1016/j.ejor.2020.07.029				MAR 1 2021	2021										0	0	0	0	0	0	0			0377-2217	1872-6860		WOS:000588034600017		
J	Wei, Jie; Wang, Yue; Lu, Jinghui								Information sharing and sales patterns choice in a supply chain with product's greening improvement								JOURNAL OF CLEANER PRODUCTION				278						123704	10.1016/j.jclepro.2020.123704				JAN 1 2021	2021										0	0	0	0	0	0	0			0959-6526	1879-1786		WOS:000592389800004		
J	Yenipazarli, Arda								The marketplace dilemma: Selling to the marketplace vs. selling on the marketplace								NAVAL RESEARCH LOGISTICS											10.1002/nav.21964		DEC 2020			2020										0	0	0	0	0	0	0			0894-069X	1520-6750		WOS:000597759300001		
J	Matsui, Kenji								Optimal bargaining timing of a wholesale price for a manufacturer with a retailer in a dual-channel supply chain								EUROPEAN JOURNAL OF OPERATIONAL RESEARCH				287	1			225	236		10.1016/j.ejor.2020.05.004				NOV 16 2020	2020										1	0	0	0	0	0	1			0377-2217	1872-6860		WOS:000541072800016		
J	Shen, Bin; Xu, Xiaoyan; Yuan, Quan								Selling secondhand products through an online platform with blockchain								TRANSPORTATION RESEARCH PART E-LOGISTICS AND TRANSPORTATION REVIEW				142						102066	10.1016/j.tre.2020.102066				OCT 2020	2020										0	0	0	0	0	0	0			1366-5545			WOS:000579040400011	32905037	
J	Liu, Can; Dan, Yiran; Dan, Bin; Xu, Guangye								Cooperative strategy for a dual-channel supply chain with the influence of free-riding customers								ELECTRONIC COMMERCE RESEARCH AND APPLICATIONS				43						101001	10.1016/j.elerap.2020.101001				SEP-OCT 2020	2020										0	0	0	0	0	0	0			1567-4223	1873-7846		WOS:000580624600010		
J	Xu, Xiaoping; Zhang, Mian; He, Ping								Coordination of a supply chain with online platform considering delivery time decision								TRANSPORTATION RESEARCH PART E-LOGISTICS AND TRANSPORTATION REVIEW				141						101990	10.1016/j.tre.2020.101990				SEP 2020	2020										1	0	0	0	0	0	1			1366-5545			WOS:000571895300006		
J	Jia, Dongfeng; Li, Sijie								Optimal decisions and distribution channel choice of closed -loop supply chain when e -retailer offers online marketplace								JOURNAL OF CLEANER PRODUCTION				265						121767	10.1016/j.jclepro.2020.121767				AUG 20 2020	2020										4	0	0	0	0	0	4			0959-6526	1879-1786		WOS:000540487400020		
